(ABCDEFIKQRS,0.0)	(ABCDEFIKMRS,1.73205080757)	(ABCDEFIJKRS,2.0)	(ABCDEFHIKRS,2.2360679775)	(ABCDFGHIQRS,2.2360679775)	(ABCDEFIKRSZ,2.2360679775)	(ABCDEFGIKRS,2.64575131106)	(ABCDEFGIKRV,3.0)	(ABCDEFIKMNO,3.0)	(ABCDEFHIKST,3.0)	(ABCDEFIKLNO,3.16227766017)	1
(&#,0.0)	(A#,2.2360679775)	(W!,2.2360679775)	(BC,2.2360679775)	(A!,2.44948974278)	(BG,2.44948974278)	(DG,2.44948974278)	(A%,2.64575131106)	(RS,2.64575131106)	(DQ,2.64575131106)	(AC,2.64575131106)	1
(BCDEFHIJK,0.0)	(BCDEFHIJN,1.41421356237)	(BCDEFHIJM,1.41421356237)	(ACDEFHIJK,1.41421356237)	(BCDEFHIKN,1.73205080757)	(BCDEFHIKM,1.73205080757)	(BCDEFGIJK,2.0)	(BCDEFHIKR,2.0)	(BCDEFHINQ,2.0)	(BCDEFIMNO,2.0)	(BCDEFHIMN,2.2360679775)	31
(BCDEFHIJM,0.0)	(BCDEFHIKM,1.0)	(BCDEFHIJK,1.41421356237)	(BCDEFHIJN,1.41421356237)	(BCDEFHIKN,1.73205080757)	(BCDEFHIJT,1.73205080757)	(BCDEFHIKT,2.0)	(BCDEFGIJM,2.0)	(BCDEFIMNO,2.0)	(ACDEFHIJK,2.0)	(BCDEFHINQ,2.0)	1
(BCDEFHIJN,0.0)	(BCDEFHIKN,1.0)	(BCDEFHIJM,1.41421356237)	(BCDEFHIJK,1.41421356237)	(BCDEFHIKM,1.73205080757)	(BCDEFHIMN,1.73205080757)	(BCDEFHIJT,1.73205080757)	(BCDEFHIKT,2.0)	(BCDEFIMNO,2.0)	(ACDEFHIJK,2.0)	(BCDEFHIKR,2.0)	1
(ABCDFIPUZ,0.0)	(ABCDFIRSZ,1.73205080757)	(ABCDFIRSX,2.0)	(ABCDFIRS\,2.2360679775)	(ABCDFIPTU,2.2360679775)	(ABCDFIPSU,2.44948974278)	(ABCDFIQVW,2.44948974278)	(ABCDFIQRS,2.44948974278)	(ABCDFIQRV,2.44948974278)	(ABCDFIPRU,2.64575131106)	(ABCDFINOZ,2.64575131106)	1
(BCDEFGILMNO$,0.0)	(BCDEFGILMNOT,1.73205080757)	(BCDEFGILMNR$,2.0)	(BCDEFGILMNOV,2.0)	(BCDEFGILMNOR,2.2360679775)	(BCDEFGILMNOW,2.2360679775)	(ACDEFIKLMNO$,2.44948974278)	(ABCDFGILMNO$,2.64575131106)	(BCDEFGIJMNOZ,2.82842712475)	(BCDEFIKLMNOV,2.82842712475)	(BCDEFGHJMNOR,2.82842712475)	3
(BCDEFHIJT,0.0)	(BCDEFHIKT,1.0)	(BCDEFHIJN,1.73205080757)	(BCDEFHIJM,1.73205080757)	(BCDEFHIKR,1.73205080757)	(BCDEFHINQ,1.73205080757)	(BCDEFHIKM,2.0)	(BCDEFHIKN,2.0)	(BCDEFIJKT,2.0)	(BCDEFGIJT,2.0)	(BCDEFGIJV,2.2360679775)	4
(NOR,0.0)	(BIR,2.0)	(BIV,2.2360679775)	(CIR,2.2360679775)	(BCZ,2.2360679775)	(BIZ,2.2360679775)	(BCV,2.2360679775)	(BCW,2.44948974278)	(Z[@,2.44948974278)	(BCJ,2.44948974278)	(BCF,2.44948974278)	1
(ABCDEHKT,0.0)	(ABCDEHJT,1.0)	(ABCDFHIT,1.73205080757)	(ABCDEFKT,1.73205080757)	(ABCDFHI\,2.0)	(ABCDEGKT,2.0)	(ABCDFHIV,2.0)	(ABCDFHIX,2.2360679775)	(ABCDFHIR,2.2360679775)	(ABCDEHQW,2.2360679775)	(ABCDFHIW,2.2360679775)	4
(ABCDFILMNOQX$,0.0)	(ABCDFILMNORS$,2.2360679775)	(ABCDFILMNOQRW,2.64575131106)	(ABCDFILMNOPTU,2.64575131106)	(ABCDFILMNOQVW,2.82842712475)	(ABCDFILMNOQRS,2.82842712475)	(ABCDFILMNOPUV,2.82842712475)	(ABCDFILMNOQWX,3.0)	(ABCDFGIMNORS$,3.16227766017)	(ABCDFILMNORSX,3.16227766017)	(ABCDFHILMNOR$,3.60555127546)	1
(ABCDEFI,0.0)	(ABCDEFK,1.0)	(ABCDEGK,1.41421356237)	(ABCDEGH,1.41421356237)	(ABCDFGI,1.73205080757)	(ABCDEJK,1.73205080757)	(ABCDEGJ,1.73205080757)	(ABCDEGQ,1.73205080757)	(ABCDEJQ,2.0)	(ABCDFGH,2.0)	(ABCDEHK,2.0)	9
(ABCDEFK,0.0)	(ABCDEFI,1.0)	(ABCDEGK,1.0)	(ABCDEJK,1.41421356237)	(ABCDEGJ,1.41421356237)	(ABCDEGH,1.73205080757)	(ABCDEHK,1.73205080757)	(ABCDEGQ,2.0)	(ABCDFGI,2.0)	(ABCDERS,2.0)	(ABCDEHJ,2.0)	57
(ABCEGJQ,0.0)	(ABCDEJQ,1.41421356237)	(ABCDGHQ,1.41421356237)	(ABCDGHP,1.73205080757)	(ABCDEHQ,1.73205080757)	(ABCEGJV,1.73205080757)	(ABCDFHQ,1.73205080757)	(ABCDEJT,2.0)	(ABCDGHT,2.0)	(ABCEHJQ,2.0)	(ABCDEJW,2.0)	1
(BCDFNOZ,0.0)	(BCDFNOQ,1.73205080757)	(BCDFMNX,2.0)	(BCDFHMR,2.0)	(BCDEFGJ,2.2360679775)	(BCDEFIZ,2.2360679775)	(BCDFHIN,2.44948974278)	(BCDEFIR,2.44948974278)	(BCDFMNO,2.44948974278)	(BCDFIMN,2.44948974278)	(BCDEFGK,2.44948974278)	1
(BCDFNOQ,0.0)	(BCDFNOZ,1.73205080757)	(BCDEJKQ,2.0)	(BCDFHMR,2.2360679775)	(BCDEGKQ,2.2360679775)	(BCDFMNX,2.2360679775)	(BCDEFIQ,2.2360679775)	(BCDEHJQ,2.44948974278)	(ACDFGIQ,2.44948974278)	(BCDEJKT,2.44948974278)	(BCDEFIS,2.44948974278)	3
(BCDEFGHIKLMNO$,0.0)	(BCDEFGHIJLMNO$,1.0)	(BCDEFGHIJLMNOR,2.44948974278)	(BCDEFGIJKLMNOR,2.82842712475)	(BCDEFGHIJKLMNO,3.60555127546)	(BCDEFGIKLMNOQ$,3.60555127546)	(ABCDEFHIKLMNOT,3.60555127546)	(ABCDEFGIKLMNO$,3.74165738677)	(BCDEFGHIKLMNO,3.74165738677)	(BCDEFGHIJLMNO,3.87298334621)	(BCDEFGIJKLNOQW,3.87298334621)	1
(BCDEFILMNORS,0.0)	(BCDEFIJMNORS,1.41421356237)	(BCDEFHIMNORS,1.73205080757)	(BCDEFIKMNORS,1.73205080757)	(BCDEFILMNOQW,1.73205080757)	(ABCDFILMNORS,2.64575131106)	(BCDEFGHIJKRS,2.64575131106)	(ABCDFILMNOQR,3.16227766017)	(ABCDFILMNORX,3.16227766017)	(ABCDFILMNOQW,3.16227766017)	(ABCDFILMNOPU,3.16227766017)	2
(CDFIRS,0.0)	(BDFIRS,1.0)	(CDEIRS,1.41421356237)	(CDFINR,2.0)	(ABCIRS,2.2360679775)	(CDFMNO,2.64575131106)	(BCDERS,2.64575131106)	(CDEHJT,2.82842712475)	(BCEGRS,3.0)	(CDEGJK,3.0)	(BCDHPU,3.0)	3
(BCGH,0.0)	(BCEH,1.0)	(BCGJ,1.0)	(BCEI,1.41421356237)	(BCEJ,1.41421356237)	(BCDH,1.41421356237)	(ACGH,1.41421356237)	(CEGH,1.73205080757)	(BCDX,1.73205080757)	(ACEH,1.73205080757)	(BCDI,1.73205080757)	95
(BCGJ,0.0)	(BCEJ,1.0)	(BCGH,1.0)	(BCEH,1.41421356237)	(BCDH,1.73205080757)	(ACGH,1.73205080757)	(CEGJ,1.73205080757)	(BCEI,1.73205080757)	(ACEJ,1.73205080757)	(BCEV,2.0)	(BCDX,2.0)	86
(V,0.0)	(R,1.0)	(W,1.0)	(S,1.41421356237)	(B,1.41421356237)	(Z,1.41421356237)	(G,1.41421356237)	(D,1.41421356237)	([,1.73205080757)	(C,1.73205080757)	(J,1.73205080757)	12
(ABCDFGIQVW,0.0)	(ABCDFGIPTU,1.73205080757)	(ABCDFGHIVW,1.73205080757)	(ABCDFGIPRU,1.73205080757)	(ABCDFGHIRS,2.2360679775)	(ABCDFGIMRS,2.2360679775)	(ABCDFGIMPU,2.44948974278)	(ABCDFGHIPU,2.44948974278)	(ABCDFHIQRS,2.44948974278)	(ABCDFGIRSZ,2.64575131106)	(ABCDFGIMNR,2.64575131106)	1
(BCDEFIRSZ,0.0)	(BCDEFIJKZ,2.0)	(BCDEFIJKR,2.2360679775)	(BCDEFIJRS,2.2360679775)	(BCDEFHJRS,2.44948974278)	(BCDEFIJKN,2.44948974278)	(BCDEFIKRS,2.44948974278)	(BCDEFIJNZ,2.44948974278)	(ABCDFIRSZ,2.64575131106)	(BCDEFIJMR,2.64575131106)	(BCDEFIJKT,2.64575131106)	1
